TP_ESCOLA,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_REDACAO,NU_NOTA_LC
Pública,395.7,384.2,0.0,502.3
Pública,399.8,437.3,600.0,536.0
Pública,378.1,386.5,500.0,471.3
Pública,580.8,528.1,440.0,529.3
Pública,463.2,410.8,640.0,430.5
Pública,420.7,422.3,600.0,486.7
Pública,377.8,431.1,440.0,454.0
Pública,502.8,434.1,780.0,501.7
Pública,436.0,431.2,840.0,439.2
Pública,433.7,433.3,380.0,414.0
Privada,584.0,566.4,900.0,589.8
Pública,383.0,395.5,380.0,451.2
Privada,458.4,474.7,720.0,532.6
Pública,429.0,361.9,460.0,487.4
Pública,380.6,382.5,560.0,466.0
Pública,559.9,411.9,360.0,496.3
Pública,393.8,447.5,640.0,490.8
Pública,367.7,368.8,340.0,377.9
Pública,450.5,421.6,460.0,518.9
Pública,563.6,382.6,480.0,509.1
Privada,461.5,474.8,660.0,579.6
Pública,362.6,526.9,440.0,368.4
Pública,404.7,455.7,780.0,549.5
Pública,412.3,338.3,520.0,511.3
Pública,438.4,545.9,840.0,531.4
Pública,434.5,415.4,580.0,436.2
Privada,496.5,380.9,680.0,517.9
Pública,641.2,532.3,820.0,594.9
Pública,400.3,489.6,560.0,568.7
Pública,370.5,388.8,560.0,506.4
Pública,408.0,491.4,500.0,540.5
Privada,516.1,530.8,360.0,580.1
Pública,413.3,468.9,540.0,481.0
Pública,446.1,368.2,0.0,510.4
Privada,511.7,513.8,880.0,508.3
Pública,403.1,507.1,500.0,495.7
Pública,646.0,438.1,640.0,517.0
Pública,403.7,428.9,460.0,453.5
Pública,496.9,430.4,0.0,401.9
Pública,595.2,350.2,600.0,546.8
Pública,422.5,492.3,480.0,552.5
Privada,488.3,421.1,580.0,483.5
Pública,410.6,369.9,720.0,535.7
Privada,492.3,514.4,600.0,592.4
Pública,530.6,433.8,720.0,544.9
Pública,450.7,509.0,560.0,531.4
Pública,459.9,442.1,0.0,525.7
Privada,578.2,541.7,840.0,584.8
Pública,541.3,411.3,620.0,540.0
Pública,403.1,409.9,580.0,503.0
Pública,504.7,337.5,720.0,514.8
Pública,531.8,479.8,620.0,579.9
Pública,471.0,428.4,620.0,517.7
Pública,530.8,535.1,740.0,577.4
Privada,690.9,616.5,680.0,549.5
Pública,494.9,412.6,340.0,489.7
Privada,564.4,462.5,600.0,513.6
Privada,535.0,567.9,780.0,619.4
Pública,371.0,416.0,560.0,534.5
Pública,411.4,416.7,640.0,504.2
Privada,462.1,532.1,740.0,530.4
Pública,476.8,537.1,640.0,557.6
Pública,572.8,485.5,620.0,549.8
Pública,565.0,345.6,280.0,499.2
Pública,508.3,398.9,380.0,542.9
Pública,382.2,393.0,260.0,487.9
Pública,456.1,478.8,780.0,529.4
Pública,451.1,386.8,680.0,533.9
Privada,398.7,447.6,800.0,549.1
Pública,611.5,563.0,620.0,549.6
Pública,430.1,521.6,660.0,556.3
Privada,592.8,535.0,560.0,473.2
Pública,504.4,413.5,380.0,450.9
Pública,475.7,386.0,320.0,485.0
Pública,463.8,382.8,320.0,481.0
Pública,404.2,340.2,440.0,476.4
Privada,623.2,630.4,800.0,579.3
Pública,529.8,458.4,580.0,493.6
Pública,451.6,484.7,560.0,537.4
Privada,623.0,574.4,820.0,562.8
Pública,434.3,449.8,640.0,474.5
Pública,461.6,444.7,400.0,533.9
Privada,629.9,596.4,940.0,597.7
Pública,612.3,510.7,860.0,597.3
Pública,510.1,465.3,720.0,472.3
Pública,416.3,385.4,500.0,487.1
Privada,798.2,713.3,900.0,661.7
Pública,428.5,411.1,640.0,516.0
Privada,661.3,524.1,740.0,566.4
Privada,750.1,625.7,940.0,660.7
Privada,452.7,613.0,720.0,568.9
Pública,441.2,366.6,460.0,550.0
Privada,432.8,516.9,620.0,524.0
Privada,530.1,533.9,780.0,551.0
Pública,387.7,453.0,520.0,481.9
Privada,707.3,527.2,920.0,529.5
Pública,391.2,428.4,340.0,380.6
Pública,602.6,588.2,640.0,601.8
Pública,360.2,389.1,580.0,472.5
Pública,603.0,521.9,780.0,529.1
Pública,459.7,399.2,360.0,359.6
Privada,885.1,727.0,820.0,592.9
Privada,539.3,348.9,660.0,589.6
Privada,552.6,362.9,600.0,501.0
Pública,422.3,422.1,560.0,557.5
Pública,471.6,451.8,720.0,606.0
Pública,483.2,418.9,460.0,396.1
Pública,641.2,453.3,800.0,503.4
Pública,467.7,464.3,400.0,501.0
Privada,691.8,618.9,940.0,641.9
Privada,798.8,616.4,900.0,597.3
Privada,589.3,584.4,920.0,627.3
Privada,730.1,568.4,920.0,583.0
Pública,725.9,566.1,960.0,669.3
Pública,368.7,471.8,520.0,562.2
Pública,561.8,540.4,640.0,561.4
Privada,455.8,417.5,680.0,507.6
Pública,388.4,347.6,320.0,519.1
Privada,675.8,613.6,740.0,631.3
Pública,457.5,491.5,360.0,472.6
Pública,534.6,391.9,620.0,575.0
Privada,695.3,600.7,940.0,586.9
Pública,393.1,338.0,460.0,467.0
Pública,628.2,537.9,700.0,569.1
Pública,518.3,580.0,580.0,544.4
Privada,602.0,559.1,820.0,586.2
Pública,471.7,447.0,380.0,514.6
Pública,440.7,500.0,560.0,571.9
Pública,429.6,359.4,580.0,517.3
Pública,386.6,426.9,540.0,439.6
Privada,560.9,542.2,580.0,566.2
Pública,453.6,514.4,540.0,535.6
Pública,400.6,435.0,720.0,547.8
Privada,594.8,592.9,740.0,563.6
Pública,473.2,379.0,520.0,392.4
Pública,380.2,341.1,500.0,405.1
Pública,491.2,520.2,520.0,505.6
Privada,657.2,574.3,880.0,611.7
Privada,451.8,496.0,640.0,495.1
Pública,477.3,409.4,400.0,445.0
Pública,466.3,518.6,560.0,511.5
Pública,391.3,342.4,420.0,463.0
Pública,663.7,472.0,660.0,591.0
Pública,412.8,446.0,360.0,477.6
Pública,493.3,534.3,680.0,558.6
Privada,442.7,465.8,580.0,564.9
Pública,455.8,395.5,360.0,484.3
Privada,681.6,592.7,720.0,588.8
Pública,570.0,515.2,620.0,522.6
Pública,458.1,389.3,460.0,437.4
Pública,768.9,601.8,940.0,621.0
Pública,389.1,405.6,320.0,486.3
Privada,687.7,611.6,680.0,592.8
Privada,646.7,585.8,760.0,628.6
Privada,615.7,581.3,880.0,627.6
Pública,453.0,471.6,540.0,560.1
Privada,572.6,623.4,900.0,616.3
Privada,389.6,475.4,560.0,532.0
Pública,510.8,542.5,500.0,485.6
Pública,480.5,550.4,880.0,572.7
Pública,467.2,436.9,580.0,516.9
Privada,769.9,631.4,900.0,621.8
Privada,484.8,518.1,740.0,539.8
Pública,427.9,349.6,560.0,406.6
Privada,598.8,568.9,760.0,572.2
Pública,368.9,430.4,580.0,494.9
Privada,737.1,690.6,920.0,659.9
Pública,449.5,480.9,780.0,529.8
Privada,736.3,515.6,820.0,584.5
Pública,398.2,380.0,500.0,522.5
Pública,428.3,360.6,560.0,536.5
Pública,430.9,420.2,440.0,517.4
Pública,592.0,523.4,740.0,535.1
Privada,664.9,611.0,780.0,589.4
Privada,778.5,582.6,860.0,527.9
Pública,619.3,448.1,640.0,565.3
Pública,584.9,397.1,580.0,542.4
Pública,452.2,466.2,560.0,559.2
Pública,757.5,631.2,920.0,663.7
Pública,428.5,410.0,620.0,524.7
Privada,480.9,340.0,660.0,486.5
Pública,521.9,440.9,0.0,451.3
Privada,489.2,540.9,780.0,570.3
Pública,779.8,679.4,860.0,670.7
Pública,463.0,454.8,480.0,513.0
Privada,804.4,619.3,940.0,693.6
Privada,645.8,546.9,920.0,602.6
Privada,612.2,539.5,740.0,586.8
Pública,483.7,381.2,480.0,466.6
Pública,432.9,465.3,660.0,498.7
Privada,472.7,394.5,660.0,486.6
Privada,797.7,634.5,760.0,632.7
Pública,409.4,393.2,540.0,550.7
Pública,673.1,566.1,540.0,554.3
Pública,650.6,401.1,620.0,505.5
Pública,410.9,485.2,600.0,498.0
Pública,535.9,414.9,380.0,474.8
Pública,432.6,412.7,360.0,432.4
Pública,525.0,445.6,680.0,518.1
Pública,613.4,577.6,760.0,563.0
Pública,408.6,415.6,320.0,388.8
Pública,619.6,568.8,620.0,594.7
Pública,427.3,398.6,480.0,504.7
Privada,688.1,505.7,840.0,586.0
Pública,409.3,372.1,360.0,500.1
Pública,521.5,462.5,580.0,534.0
Privada,380.8,480.9,680.0,572.4
Pública,563.9,569.7,560.0,587.9
Pública,474.3,519.9,600.0,516.1
Privada,607.1,536.2,940.0,571.0
Pública,434.6,383.1,560.0,412.3
Pública,439.3,472.4,480.0,536.9
Privada,565.9,537.8,680.0,583.5
Pública,419.6,342.7,540.0,463.3
Pública,376.8,354.7,460.0,492.9
Pública,575.6,466.7,640.0,442.9
Pública,540.5,459.8,700.0,467.2
Pública,475.5,415.3,500.0,494.2
Pública,467.8,484.0,0.0,527.0
Privada,525.4,463.0,500.0,485.5
Privada,398.3,453.4,520.0,505.3
Pública,415.5,379.6,560.0,360.8
Privada,724.8,615.9,840.0,596.9
Pública,390.8,408.9,520.0,496.8
Privada,424.5,543.2,540.0,575.8
Privada,423.8,505.3,720.0,560.4
Pública,486.4,396.3,600.0,462.8
Pública,441.3,449.6,600.0,505.8
Pública,547.3,525.2,440.0,514.1
Pública,388.4,465.0,640.0,511.2
Pública,446.4,468.6,560.0,530.8
Pública,381.9,477.4,560.0,500.7
Privada,522.4,505.9,760.0,572.0
Pública,476.1,428.4,540.0,503.2
Privada,422.9,453.6,540.0,391.9
Privada,479.5,546.4,600.0,588.7
Pública,426.1,506.9,680.0,523.4
Pública,384.6,531.0,580.0,573.1
Pública,525.6,395.1,800.0,611.9
Pública,468.0,351.5,260.0,450.3
Pública,390.5,467.2,460.0,507.4
Pública,468.2,411.3,520.0,483.7
Pública,503.1,470.0,640.0,442.0
Privada,718.5,609.6,720.0,585.6
Pública,365.4,387.0,520.0,364.6
Pública,588.0,509.1,560.0,522.6
Pública,487.1,556.4,620.0,508.9
Pública,402.8,371.2,600.0,420.9
Pública,506.7,445.4,660.0,579.6
Pública,493.8,462.2,480.0,466.4
Pública,532.6,506.9,560.0,510.4
Pública,570.0,432.9,420.0,491.5
Pública,439.1,411.4,520.0,495.4
Pública,450.8,457.3,520.0,557.6
Pública,600.7,558.1,760.0,617.5
Pública,382.2,435.0,0.0,419.8
Privada,663.9,447.0,820.0,611.1
Pública,413.2,455.2,560.0,583.8
Pública,503.1,438.7,500.0,502.6
Privada,715.6,599.3,820.0,598.7
Privada,452.3,439.5,580.0,496.2
Pública,627.4,532.6,760.0,568.9
Pública,573.9,518.2,620.0,544.1
Pública,475.8,374.8,620.0,492.7
Pública,399.5,408.6,640.0,480.5
Pública,482.3,400.0,520.0,443.9
Privada,477.9,424.3,540.0,507.0
Pública,381.8,375.8,480.0,456.8
Pública,574.4,659.9,900.0,643.3
Privada,501.9,403.3,580.0,505.4
Pública,555.5,403.0,440.0,387.8
Privada,467.1,452.7,760.0,534.3
Privada,681.3,526.8,800.0,579.1
Pública,543.9,550.8,380.0,514.9
Pública,720.8,593.8,620.0,570.0
Pública,536.5,428.3,900.0,557.4
Privada,660.8,586.1,780.0,557.1
Pública,436.2,502.8,660.0,416.3
Pública,448.3,352.8,600.0,520.9
Pública,555.2,488.2,760.0,614.5
Pública,647.8,470.7,540.0,516.2
Privada,791.4,638.0,940.0,608.9
Pública,364.8,363.4,540.0,514.6
Pública,580.2,372.6,920.0,551.5
Pública,433.1,384.4,420.0,524.5
Privada,629.2,639.6,760.0,599.1
Pública,542.9,443.2,300.0,514.1
Pública,431.6,533.2,560.0,490.8
Pública,479.1,425.3,320.0,489.3
Pública,465.6,351.1,500.0,494.5
Privada,665.7,575.2,820.0,660.9
Pública,396.5,452.0,400.0,483.0
Privada,711.0,643.0,980.0,620.0
Pública,392.3,391.7,460.0,475.2
Pública,694.1,654.9,920.0,613.8
Pública,563.5,380.3,560.0,521.1
Pública,416.8,451.6,600.0,550.3
Pública,512.5,522.5,620.0,557.5
Pública,626.6,528.8,540.0,533.6
Pública,574.8,477.5,640.0,557.7
Pública,385.4,396.2,680.0,500.1
Privada,808.7,653.5,880.0,639.4
Pública,689.3,541.5,760.0,553.1
Pública,418.6,382.5,400.0,496.7
Pública,370.1,431.6,540.0,523.9
Pública,394.1,378.1,400.0,433.5
Privada,795.7,703.7,920.0,637.3
Pública,370.2,375.9,540.0,500.9
Pública,519.4,466.8,780.0,567.5
Pública,464.3,430.2,600.0,510.4
Pública,448.7,503.5,700.0,550.9
Pública,419.2,340.4,620.0,385.9
Pública,423.7,380.7,380.0,426.9
Privada,801.6,633.3,860.0,650.7
Privada,666.9,529.2,760.0,591.5
Privada,696.3,558.7,880.0,590.6
Pública,434.2,381.6,300.0,417.1
Privada,653.9,487.5,920.0,535.5
Pública,461.7,442.1,580.0,567.6
Pública,467.8,506.5,280.0,462.0
Pública,461.7,422.3,560.0,517.0
Pública,431.6,446.8,500.0,528.6
Privada,617.7,559.1,820.0,568.9
Privada,592.1,524.6,620.0,601.3
Pública,427.1,412.3,660.0,570.5
Pública,590.5,436.0,360.0,466.2
Privada,810.8,626.7,880.0,623.6
Privada,469.8,396.1,560.0,498.7
Pública,448.4,372.9,560.0,520.1
Pública,447.7,474.9,700.0,531.8
Pública,379.1,392.7,420.0,497.7
Privada,593.4,561.2,900.0,642.2
Pública,494.7,335.3,340.0,494.9
Privada,574.9,463.6,560.0,562.1
Pública,390.0,371.2,420.0,444.7
Privada,718.2,663.7,920.0,589.3
Pública,554.6,549.5,680.0,537.7
Privada,459.5,396.1,700.0,504.9
Pública,419.3,517.2,500.0,521.4
Pública,466.4,466.3,340.0,561.1
Pública,384.1,346.4,600.0,516.9
Pública,595.3,451.5,0.0,563.8
Privada,665.7,615.8,940.0,571.8
Pública,596.0,466.6,660.0,588.5
Privada,703.4,592.8,860.0,610.2
Privada,599.3,476.0,680.0,571.1
Pública,385.0,417.3,360.0,487.9
Privada,478.3,528.9,880.0,537.2
Pública,433.2,451.3,660.0,536.5
Pública,418.6,387.2,480.0,467.1
Privada,692.3,602.7,920.0,651.0
Pública,503.2,435.9,560.0,541.7
Privada,463.3,533.3,860.0,555.9
Pública,595.2,521.7,680.0,574.8
Privada,607.3,588.8,860.0,619.6
Pública,599.3,362.5,320.0,473.8
Privada,598.9,585.8,940.0,625.4
Pública,489.9,534.9,540.0,538.1
Privada,627.2,610.8,840.0,560.9
Privada,694.1,576.2,860.0,615.5
Privada,703.7,563.6,820.0,590.3
Pública,396.0,405.3,440.0,511.7
Pública,578.0,476.1,520.0,531.6
Privada,572.1,336.0,580.0,489.6
Pública,453.2,487.0,660.0,437.2
Privada,786.2,612.5,900.0,586.5
Pública,437.1,407.7,600.0,529.5
Privada,665.5,554.7,780.0,579.0
Pública,491.0,547.0,720.0,563.9
Pública,510.8,401.5,440.0,400.6
Pública,490.6,513.9,520.0,494.9
Pública,421.4,469.4,280.0,513.9
Privada,607.3,565.2,720.0,573.7
Pública,472.0,387.5,480.0,469.6
Privada,642.6,594.6,840.0,586.5
Privada,684.9,595.7,760.0,576.1
Pública,615.1,487.7,580.0,550.6
Privada,756.7,596.3,960.0,613.0
Privada,557.8,568.8,820.0,645.9
Privada,550.1,500.6,600.0,489.9
Privada,545.6,493.9,860.0,545.5
Pública,403.1,526.6,480.0,527.1
Privada,556.3,597.7,620.0,546.2
Pública,362.1,418.9,520.0,506.6
Pública,436.1,441.3,0.0,347.4
Pública,381.4,478.5,540.0,576.1
Pública,508.6,515.7,600.0,501.6
Privada,755.7,653.7,960.0,651.2
Pública,441.1,443.6,360.0,489.1
Pública,459.9,480.1,500.0,586.4
Privada,605.9,547.7,760.0,537.8
Pública,451.8,367.6,560.0,576.5
Pública,425.7,353.2,520.0,471.7
Privada,713.4,645.0,960.0,572.9
Privada,728.2,615.7,880.0,588.4
Pública,714.6,537.0,560.0,633.1
Pública,507.7,437.2,520.0,416.3
Privada,764.5,582.8,800.0,596.6
Privada,734.7,641.1,700.0,580.8
Pública,460.5,500.7,560.0,540.4
Pública,707.1,620.4,740.0,589.4
Pública,493.1,558.4,600.0,565.2
Pública,476.1,486.8,840.0,583.7
Pública,372.1,493.8,520.0,506.8
Pública,483.5,460.4,360.0,507.8
Pública,429.3,412.3,620.0,544.7
Pública,371.9,381.0,280.0,462.7
Pública,595.4,550.5,880.0,590.4
Pública,496.5,404.4,500.0,378.1
Pública,637.4,521.6,800.0,563.7
Pública,467.2,419.1,560.0,374.3
Pública,492.5,459.0,600.0,522.8
Pública,578.9,482.5,800.0,524.8
Pública,416.2,456.9,540.0,464.2
Pública,457.1,433.9,640.0,483.9
Privada,707.1,565.8,820.0,641.6
Pública,429.4,401.6,520.0,448.5
Pública,377.7,382.6,560.0,375.8
Pública,429.6,418.4,860.0,575.0
Pública,363.9,393.7,520.0,405.1
Pública,494.3,351.7,600.0,415.9
Pública,622.9,501.3,760.0,568.1
Pública,448.6,522.9,520.0,528.4
Pública,440.5,402.5,420.0,467.2
Privada,806.9,618.2,940.0,626.3
Pública,418.0,387.8,400.0,524.3
Pública,406.9,345.5,620.0,544.9
Pública,427.9,438.1,480.0,480.9
Pública,464.3,431.5,620.0,559.8
Pública,378.3,454.5,500.0,531.1
Pública,494.0,498.7,460.0,484.3
Privada,677.9,562.1,760.0,559.8
Privada,657.7,520.3,780.0,544.9
Pública,458.5,431.8,680.0,497.9
Pública,364.3,433.4,320.0,486.2
Pública,530.8,536.1,740.0,588.9
Pública,589.5,467.5,660.0,595.6
Privada,561.5,536.1,600.0,555.8
Pública,584.3,526.0,620.0,493.2
Pública,521.7,443.1,660.0,514.0
Privada,438.8,528.1,620.0,557.3
Privada,464.7,462.9,900.0,532.0
Pública,364.4,437.8,520.0,498.7
Pública,389.6,442.5,720.0,576.8
Pública,701.9,575.4,520.0,579.8
Pública,367.0,530.1,560.0,450.3
Privada,582.2,514.5,740.0,564.4
Pública,458.9,396.4,560.0,460.1
Pública,503.9,383.7,0.0,497.2
Pública,423.2,425.2,520.0,499.0
Privada,576.3,571.2,740.0,606.1
Pública,377.4,368.1,0.0,449.1
Pública,450.0,444.7,660.0,563.0
Pública,479.7,387.5,300.0,511.0
Pública,513.5,520.6,580.0,494.8
Privada,627.9,501.7,840.0,532.6
Pública,599.7,544.0,640.0,562.8
Pública,446.7,409.5,500.0,465.3
Pública,521.7,386.5,360.0,498.5
Pública,439.4,424.6,380.0,494.2
Pública,576.7,460.7,540.0,544.1
Privada,471.5,405.7,600.0,525.7
Pública,548.1,431.9,540.0,532.0
Pública,608.0,447.0,560.0,589.5
Pública,499.0,390.6,740.0,517.1
Pública,725.3,638.8,940.0,646.3
Pública,413.7,485.5,300.0,498.2
Privada,812.2,632.3,860.0,613.1
Pública,646.7,477.3,660.0,536.2
Pública,409.3,418.1,640.0,476.6
Pública,424.3,429.1,500.0,567.6
Pública,560.1,533.7,540.0,538.6
Privada,580.7,587.1,760.0,597.2
Pública,384.4,499.5,620.0,573.3
Pública,450.3,515.9,620.0,539.2
Pública,520.3,477.3,720.0,501.6
Pública,532.5,497.6,820.0,614.0
Privada,631.5,551.2,880.0,597.0
Privada,694.7,544.1,900.0,618.8
Privada,492.8,522.0,580.0,542.1
Pública,433.4,385.4,460.0,504.1
Pública,692.0,513.6,720.0,504.6
Pública,531.5,580.4,720.0,542.8
Pública,438.5,512.6,840.0,551.3
Pública,538.3,392.9,520.0,509.9
Privada,390.0,436.1,840.0,594.7
Pública,429.0,390.6,540.0,542.7
Pública,480.3,392.0,520.0,477.9
Privada,488.4,488.8,880.0,537.5
Pública,431.7,484.3,500.0,419.8
Privada,710.7,565.6,680.0,595.1
Pública,393.9,352.1,500.0,470.8
Pública,475.5,398.0,520.0,502.0
Pública,589.5,454.8,640.0,511.8
Pública,375.5,406.8,600.0,556.2
Privada,524.3,536.5,800.0,553.9
Pública,672.9,569.1,500.0,563.2
Pública,737.3,638.5,880.0,631.7
Pública,595.7,490.9,360.0,534.3
Pública,416.4,389.3,500.0,362.2
Privada,514.7,461.4,760.0,514.5
Pública,516.3,591.1,620.0,545.2
Pública,433.0,381.5,440.0,469.2
Pública,403.6,420.5,580.0,575.6
Pública,437.9,377.6,600.0,515.5
Privada,434.8,454.2,480.0,342.9
Pública,502.9,452.7,640.0,560.5
Privada,645.7,468.2,720.0,526.5
Pública,545.4,390.7,320.0,430.2
Pública,524.2,397.6,400.0,439.9
Pública,491.2,408.5,480.0,451.7
Pública,498.8,481.3,620.0,545.9
Pública,446.5,437.9,520.0,505.8
Pública,439.5,419.8,620.0,516.2
Privada,625.0,577.9,980.0,589.9
Pública,562.3,406.9,580.0,531.6
Privada,727.9,614.7,840.0,593.7
Pública,432.6,418.6,560.0,445.8
Pública,365.7,459.4,680.0,551.9
Privada,566.7,453.3,580.0,560.7
Privada,603.3,525.7,640.0,551.1
Privada,459.6,508.0,760.0,510.6
Privada,476.0,502.6,900.0,568.5
Pública,368.0,474.8,460.0,488.2
Pública,567.5,394.5,460.0,509.0
Privada,466.6,376.6,920.0,550.1
Pública,581.6,462.2,620.0,543.7
Privada,559.1,475.7,900.0,538.4
Pública,746.3,625.4,720.0,677.7
Privada,707.7,595.1,780.0,601.4
Pública,492.0,443.5,480.0,522.3
Pública,438.4,469.8,660.0,483.5
Pública,377.2,359.8,380.0,515.6
Privada,508.2,506.4,740.0,515.1
Pública,411.0,441.5,680.0,553.4
Pública,425.2,412.8,440.0,460.1
Privada,503.1,498.4,720.0,524.4
Pública,374.9,418.4,560.0,489.2
Privada,601.6,492.9,840.0,532.8
Pública,405.4,504.8,700.0,524.5
Pública,433.5,365.1,360.0,441.5
Pública,491.8,444.6,500.0,480.6
Privada,578.1,560.0,540.0,608.4
Privada,802.6,696.1,880.0,615.6
Pública,561.4,535.8,700.0,557.4
Privada,538.7,511.9,700.0,564.2
Privada,728.9,611.1,940.0,582.9
Pública,395.8,396.9,660.0,507.9
Privada,817.0,658.5,980.0,681.0
Pública,488.7,368.5,600.0,502.1
Pública,410.2,451.7,600.0,511.3
Pública,436.5,451.2,640.0,498.9
Pública,501.0,527.4,660.0,546.1
Privada,602.1,538.9,860.0,545.6
Pública,427.1,453.7,480.0,526.1
Pública,415.6,439.5,400.0,483.9
Privada,459.6,517.4,560.0,503.6
Pública,510.6,386.8,500.0,512.7
Pública,420.0,439.0,480.0,439.2
Pública,475.9,411.9,480.0,540.6
Pública,529.4,444.4,520.0,494.4
Privada,703.7,567.7,800.0,590.3
Pública,622.6,586.9,840.0,566.3
Pública,529.0,543.3,760.0,551.9
Pública,462.7,374.2,320.0,488.7
Pública,403.7,377.3,440.0,419.6
Pública,483.9,385.9,600.0,528.0
Privada,615.1,543.4,780.0,528.0
Pública,511.5,391.5,580.0,524.1
Privada,663.7,550.7,740.0,584.2
Pública,584.8,493.1,660.0,487.3
Privada,466.6,436.3,720.0,413.2
Pública,496.6,500.9,560.0,507.1
Pública,476.7,434.2,580.0,553.2
Privada,584.0,535.3,620.0,549.3
Pública,420.8,467.7,680.0,412.1
Pública,459.1,500.2,840.0,617.0
Privada,739.2,515.2,680.0,596.0
Pública,548.3,515.3,680.0,571.3
Pública,515.8,361.2,460.0,417.7
Pública,607.3,495.3,680.0,627.3
Privada,723.3,597.9,700.0,631.4
Privada,388.8,403.6,520.0,488.6
Pública,526.2,474.2,580.0,501.8
Pública,602.2,559.0,600.0,575.4
Privada,549.5,477.6,800.0,540.7
Pública,372.0,388.3,300.0,534.0
Privada,820.6,647.3,900.0,709.3
Pública,503.5,546.7,400.0,541.5
Pública,448.2,477.0,500.0,520.8
Privada,737.1,584.6,840.0,522.0
Pública,470.4,498.5,840.0,529.2
Pública,575.6,470.6,700.0,534.1
Privada,886.8,688.8,760.0,605.5
Pública,401.8,426.2,520.0,519.3
Pública,529.0,365.1,480.0,477.7
Pública,535.3,493.3,660.0,554.4
Privada,610.7,568.3,720.0,561.5
Pública,662.1,536.8,680.0,535.7
Pública,412.9,401.1,440.0,414.2
Pública,413.3,407.2,420.0,502.2
Pública,493.0,554.7,600.0,559.3
Pública,420.2,399.9,400.0,486.3
Privada,472.1,508.5,600.0,547.4
Pública,468.9,477.9,520.0,485.9
Pública,496.0,420.1,580.0,502.3
Pública,540.5,495.5,440.0,516.7
Privada,548.9,417.8,700.0,534.5
Privada,623.5,530.5,740.0,556.0
Pública,421.1,365.8,600.0,431.2
Pública,503.8,443.4,620.0,561.9
Privada,784.5,695.3,920.0,642.5
Pública,447.4,479.6,620.0,528.4
Pública,366.6,454.2,300.0,504.9
Privada,632.9,589.4,900.0,543.2
Privada,485.9,379.7,660.0,400.4
Pública,388.0,362.0,400.0,567.3
Privada,654.5,557.9,920.0,586.2
Pública,387.1,405.8,660.0,529.2
Privada,649.9,584.4,920.0,608.4
Privada,659.6,586.7,800.0,664.7
Privada,635.3,613.5,840.0,636.4
Pública,376.0,467.8,740.0,533.4
Pública,449.7,472.2,340.0,477.7
Pública,456.6,418.3,300.0,539.9
Pública,369.9,463.3,420.0,438.1
Privada,569.2,569.1,580.0,567.4
Privada,526.0,527.5,640.0,573.7
Pública,749.0,567.3,680.0,615.5
Pública,463.7,428.5,580.0,518.5
Privada,746.8,694.0,620.0,613.9
Pública,570.6,485.6,540.0,558.2
Pública,467.7,434.5,280.0,504.5
Pública,491.0,522.5,420.0,530.2
Pública,571.9,474.0,520.0,508.9
Pública,394.4,380.5,580.0,470.6
Privada,654.7,561.3,820.0,518.5
Pública,428.1,389.0,540.0,512.7
Pública,439.6,491.3,680.0,572.1
Pública,492.2,463.2,440.0,523.3
Privada,530.7,509.0,640.0,572.2
Pública,471.2,422.4,520.0,558.7
Pública,482.9,484.2,580.0,498.6
Pública,663.7,590.4,720.0,598.3
Privada,571.2,501.1,640.0,563.7
Pública,416.2,435.8,680.0,578.0
Pública,412.8,348.6,720.0,511.8
Privada,447.0,531.7,660.0,582.6
Pública,399.1,384.7,720.0,476.8
Privada,566.1,618.0,700.0,562.6
Privada,582.5,577.9,580.0,545.7
Pública,532.4,502.9,860.0,535.0
Privada,666.5,557.1,860.0,527.5
Pública,484.6,394.2,280.0,411.1
Pública,408.2,361.1,540.0,354.2
Pública,554.4,518.3,580.0,582.6
Pública,442.5,368.0,380.0,370.1
Pública,454.8,355.0,680.0,507.9
Pública,626.3,443.5,580.0,566.4
Pública,461.4,376.9,500.0,537.7
Pública,504.3,427.3,480.0,507.0
Pública,496.4,494.4,700.0,520.7
Pública,487.6,414.9,540.0,558.1
Pública,404.5,402.2,500.0,525.0
Pública,491.7,440.1,460.0,505.2
Pública,406.3,477.0,480.0,510.2
Pública,539.5,433.4,700.0,521.2
Pública,537.4,405.9,500.0,477.9
Pública,440.6,446.3,580.0,559.5
Privada,599.4,625.8,800.0,635.6
Pública,487.6,466.9,720.0,488.9
Pública,547.2,623.2,780.0,590.2
Pública,523.2,410.0,840.0,549.6
Pública,678.1,538.6,540.0,538.4
Pública,395.9,404.7,480.0,478.8
Pública,448.8,502.4,500.0,548.2
Pública,529.4,456.4,540.0,526.8
Pública,464.3,443.9,560.0,543.9
Pública,497.1,388.4,480.0,475.6
Privada,433.4,435.2,600.0,561.0
Pública,604.6,543.3,760.0,589.8
Pública,413.5,423.4,540.0,444.2
Pública,520.8,411.6,660.0,531.2
Privada,615.5,354.7,360.0,498.3
Pública,590.5,500.9,600.0,585.9
Privada,578.9,650.7,800.0,580.0
Pública,543.0,489.1,620.0,544.8
Pública,508.7,415.5,600.0,511.3
Pública,725.1,564.4,600.0,519.5
Pública,382.3,459.2,640.0,569.1
Privada,800.5,579.1,840.0,628.7
